Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
368,,,,,,Nathalia Fernandes,
369,,,,,,Nathalia Fernandes,
370,,,,,,Nathalia Fernandes,
371,,,,,,Nathalia Fernandes,
372,,,,,,Nathalia Fernandes,
373,,,,,,Nathalia Fernandes,
374,,,,,,Nathalia Fernandes,
375,,,,,,Nathalia Fernandes,
376,,,,,,Nathalia Fernandes,
377,,,,,,Nathalia Fernandes,
378,,,,,,Nathalia Fernandes,
379,,,,,,Nathalia Fernandes,
380,,,,,,Nathalia Fernandes,
381,,,,,,Nathalia Fernandes,
382,,,,,,Nathalia Fernandes,
383,,,,,,Nathalia Fernandes,
384,,,,,,Nathalia Fernandes,
385,,,,,,Nathalia Fernandes,
386,,,,,,Nathalia Fernandes,
387,,,,,,Nathalia Fernandes,
388,,,,,,Nathalia Fernandes,
389,,,,,,Nathalia Fernandes,
390,,,,,,Nathalia Fernandes,
391,,,,,,Nathalia Fernandes,
392,,,,,,Nathalia Fernandes,
393,,,,,,Nathalia Fernandes,
394,,,,,,Nathalia Fernandes,
395,,,,,,Nathalia Fernandes,
396,,,,,,Nathalia Fernandes,
397,,,,,,Nathalia Fernandes,
398,,,,,,Nathalia Fernandes,
399,,,,,,Nathalia Fernandes,
400,,,,,,Nathalia Fernandes,
401,,,,,,Nathalia Fernandes,
402,,,,,,Nathalia Fernandes,
403,,,,,,Nathalia Fernandes,
404,,,,,,Nathalia Fernandes,
405,,,,,,Nathalia Fernandes,
406,,,,,,Nathalia Fernandes,
407,,,,,,Nathalia Fernandes,
408,,,,,,Nathalia Fernandes,
409,,,,,,Nathalia Fernandes,
410,,,,,,Nathalia Fernandes,
411,,,,,,Nathalia Fernandes,
412,,,,,,Nathalia Fernandes,
413,,,,,,Nathalia Fernandes,
414,,,,,,Nathalia Fernandes,
415,,,,,,Nathalia Fernandes,
416,,,,,,Nathalia Fernandes,
417,,,,,,Nathalia Fernandes,
418,,,,,,Nathalia Fernandes,
419,,,,,,Nathalia Fernandes,
420,,,,,,Nathalia Fernandes,
421,,,,,,Nathalia Fernandes,
422,,,,,,Nathalia Fernandes,
423,,,,,,Nathalia Fernandes,
424,,,,,,Nathalia Fernandes,
425,,,,,,Nathalia Fernandes,
426,,,,,,Nathalia Fernandes,
427,,,,,,Nathalia Fernandes,
428,,,,,,Nathalia Fernandes,
429,,,,,,Nathalia Fernandes,
430,,,,,,Nathalia Fernandes,
431,,,,,,Nathalia Fernandes,
432,,,,,,Nathalia Fernandes,
433,,,,,,Nathalia Fernandes,
434,,,,,,Nathalia Fernandes,
435,,,,,,Nathalia Fernandes,
436,,,,,,Nathalia Fernandes,
437,,,,,,Nathalia Fernandes,
438,,,,,,Nathalia Fernandes,
439,,,,,,Nathalia Fernandes,
440,,,,,,Nathalia Fernandes,
441,,,,,,Nathalia Fernandes,
442,,,,,,Nathalia Fernandes,
443,,,,,,Nathalia Fernandes,
444,,,,,,Nathalia Fernandes,
445,,,,,,Nathalia Fernandes,
446,,,,,,Nathalia Fernandes,
447,,,,,,Nathalia Fernandes,
448,,,,,,Nathalia Fernandes,
449,,,,,,Nathalia Fernandes,
450,,,,,,Nathalia Fernandes,
451,,,,,,Nathalia Fernandes,
452,,,,,,Nathalia Fernandes,
453,,,,,,Nathalia Fernandes,
454,,,,,,Nathalia Fernandes,
455,,,,,,Nathalia Fernandes,
456,,,,,,Nathalia Fernandes,
457,,,,,,Nathalia Fernandes,
458,,,,,,Nathalia Fernandes,
459,,,,,,Nathalia Fernandes,
460,,,,,,Nathalia Fernandes,
461,,,,,,Nathalia Fernandes,
462,,,,,,Nathalia Fernandes,
463,,,,,,Nathalia Fernandes,
464,,,,,,Nathalia Fernandes,
465,,,,,,Nathalia Fernandes,
466,,,,,,Nathalia Fernandes,
467,,,,,,Nathalia Fernandes,
468,,,,,,Nathalia Fernandes,
469,,,,,,Nathalia Fernandes,
470,,,,,,Nathalia Fernandes,
471,,,,,,Nathalia Fernandes,
472,,,,,,Nathalia Fernandes,
473,,,,,,Nathalia Fernandes,
474,,,,,,Nathalia Fernandes,
475,,,,,,Nathalia Fernandes,
476,,,,,,Nathalia Fernandes,
477,,,,,,Nathalia Fernandes,
478,,,,,,Nathalia Fernandes,
479,,,,,,Nathalia Fernandes,
480,,,,,,Nathalia Fernandes,
481,,,,,,Nathalia Fernandes,
482,,,,,,Nathalia Fernandes,
483,,,,,,Nathalia Fernandes,
484,,,,,,Nathalia Fernandes,
485,,,,,,Nathalia Fernandes,
486,,,,,,Nathalia Fernandes,
487,,,,,,Nathalia Fernandes,
488,,,,,,Nathalia Fernandes,
489,,,,,,Nathalia Fernandes,
490,,,,,,Nathalia Fernandes,
491,,,,,,Nathalia Fernandes,
492,,,,,,Nathalia Fernandes,
493,,,,,,Nathalia Fernandes,
494,,,,,,Nathalia Fernandes,
495,,,,,,Nathalia Fernandes,
496,,,,,,Nathalia Fernandes,
497,,,,,,Nathalia Fernandes,
498,,,,,,Nathalia Fernandes,
499,,,,,,Nathalia Fernandes,
500,,,,,,Nathalia Fernandes,
501,,,,,,Nathalia Fernandes,
502,,,,,,Nathalia Fernandes,
503,,,,,,Nathalia Fernandes,
504,,,,,,Nathalia Fernandes,
505,,,,,,Nathalia Fernandes,
506,,,,,,Nathalia Fernandes,
507,,,,,,Nathalia Fernandes,
508,,,,,,Nathalia Fernandes,
509,,,,,,Nathalia Fernandes,
510,,,,,,Nathalia Fernandes,
511,,,,,,Nathalia Fernandes,
512,,,,,,Nathalia Fernandes,
513,,,,,,Nathalia Fernandes,
514,,,,,,Nathalia Fernandes,
515,,,,,,Nathalia Fernandes,
516,,,,,,Nathalia Fernandes,
517,,,,,,Nathalia Fernandes,
518,,,,,,Nathalia Fernandes,
519,,,,,,Nathalia Fernandes,
520,,,,,,Nathalia Fernandes,
521,,,,,,Nathalia Fernandes,
522,,,,,,Nathalia Fernandes,
523,,,,,,Nathalia Fernandes,
524,,,,,,Nathalia Fernandes,
525,,,,,,Nathalia Fernandes,
526,,,,,,Nathalia Fernandes,
527,,,,,,Nathalia Fernandes,
528,,,,,,Nathalia Fernandes,
529,,,,,,Nathalia Fernandes,
530,,,,,,Nathalia Fernandes,
531,,,,,,Nathalia Fernandes,
532,,,,,,Nathalia Fernandes,
533,,,,,,Nathalia Fernandes,
534,,,,,,Nathalia Fernandes,
535,,,,,,Nathalia Fernandes,
536,,,,,,Nathalia Fernandes,
537,,,,,,Nathalia Fernandes,
538,,,,,,Nathalia Fernandes,
539,,,,,,Nathalia Fernandes,
540,,,,,,Nathalia Fernandes,
541,,,,,,Nathalia Fernandes,
542,,,,,,Nathalia Fernandes,
543,,,,,,Nathalia Fernandes,
544,,,,,,Nathalia Fernandes,
545,,,,,,Nathalia Fernandes,
546,,,,,,Nathalia Fernandes,
547,,,,,,Nathalia Fernandes,
548,,,,,,Nathalia Fernandes,
549,,,,,,Nathalia Fernandes,
550,,,,,,Nathalia Fernandes,
551,,,,,,Nathalia Fernandes,
552,,,,,,Nathalia Fernandes,
553,,,,,,Nathalia Fernandes,
554,,,,,,Nathalia Fernandes,
555,,,,,,Nathalia Fernandes,
556,,,,,,Nathalia Fernandes,
557,,,,,,Nathalia Fernandes,
558,,,,,,Nathalia Fernandes,
559,,,,,,Nathalia Fernandes,
560,,,,,,Nathalia Fernandes,
561,,,,,,Nathalia Fernandes,
562,,,,,,Nathalia Fernandes,
563,,,,,,Nathalia Fernandes,
564,,,,,,Nathalia Fernandes,
565,,,,,,Nathalia Fernandes,
566,,,,,,Nathalia Fernandes,
567,,,,,,Nathalia Fernandes,
568,,,,,,Nathalia Fernandes,
569,,,,,,Nathalia Fernandes,
570,,,,,,Nathalia Fernandes,
571,,,,,,Nathalia Fernandes,
572,,,,,,Nathalia Fernandes,
573,,,,,,Nathalia Fernandes,
574,,,,,,Nathalia Fernandes,
575,,,,,,Nathalia Fernandes,
576,,,,,,Nathalia Fernandes,
577,,,,,,Nathalia Fernandes,
578,,,,,,Nathalia Fernandes,
579,,,,,,Nathalia Fernandes,
580,,,,,,Nathalia Fernandes,
581,,,,,,Nathalia Fernandes,
582,,,,,,Nathalia Fernandes,
583,,,,,,Nathalia Fernandes,
584,,,,,,Nathalia Fernandes,
585,,,,,,Nathalia Fernandes,
586,,,,,,Nathalia Fernandes,
587,,,,,,Nathalia Fernandes,
588,,,,,,Nathalia Fernandes,
589,,,,,,Nathalia Fernandes,
590,,,,,,Nathalia Fernandes,
591,,,,,,Nathalia Fernandes,
592,,,,,,Nathalia Fernandes,
593,,,,,,Nathalia Fernandes,
594,,,,,,Nathalia Fernandes,
595,,,,,,Nathalia Fernandes,
596,,,,,,Nathalia Fernandes,
597,,,,,,Nathalia Fernandes,
598,,,,,,Nathalia Fernandes,
599,,,,,,Nathalia Fernandes,
600,,,,,,Nathalia Fernandes,
601,,,,,,Nathalia Fernandes,
602,,,,,,Nathalia Fernandes,
603,,,,,,Nathalia Fernandes,
604,,,,,,Nathalia Fernandes,
605,,,,,,Nathalia Fernandes,
606,,,,,,Nathalia Fernandes,
607,,,,,,Nathalia Fernandes,
608,,,,,,Nathalia Fernandes,
609,,,,,,Nathalia Fernandes,
610,,,,,,Nathalia Fernandes,
611,,,,,,Nathalia Fernandes,
612,,,,,,Nathalia Fernandes,
613,,,,,,Nathalia Fernandes,
614,,,,,,Nathalia Fernandes,
615,,,,,,Nathalia Fernandes,
616,,,,,,Nathalia Fernandes,
617,,,,,,Nathalia Fernandes,
618,,,,,,Nathalia Fernandes,
619,,,,,,Nathalia Fernandes,
620,,,,,,Nathalia Fernandes,
621,,,,,,Nathalia Fernandes,
622,,,,,,Nathalia Fernandes,
623,,,,,,Nathalia Fernandes,
624,,,,,,Nathalia Fernandes,
625,,,,,,Nathalia Fernandes,
626,,,,,,Nathalia Fernandes,
627,,,,,,Nathalia Fernandes,
628,,,,,,Nathalia Fernandes,
629,,,,,,Nathalia Fernandes,
630,,,,,,Nathalia Fernandes,
631,,,,,,Nathalia Fernandes,
632,,,,,,Nathalia Fernandes,
633,,,,,,Nathalia Fernandes,
634,,,,,,Nathalia Fernandes,
635,,,,,,Nathalia Fernandes,
636,,,,,,Nathalia Fernandes,
637,,,,,,Nathalia Fernandes,
638,,,,,,Nathalia Fernandes,
639,,,,,,Nathalia Fernandes,
640,,,,,,Nathalia Fernandes,
641,,,,,,Nathalia Fernandes,
642,,,,,,Nathalia Fernandes,
643,,,,,,Nathalia Fernandes,
644,,,,,,Nathalia Fernandes,
645,,,,,,Nathalia Fernandes,
646,,,,,,Nathalia Fernandes,
647,,,,,,Nathalia Fernandes,
648,,,,,,Nathalia Fernandes,
649,,,,,,Nathalia Fernandes,
650,,,,,,Nathalia Fernandes,
651,,,,,,Nathalia Fernandes,
652,,,,,,Nathalia Fernandes,
653,,,,,,Nathalia Fernandes,
654,,,,,,Nathalia Fernandes,
655,,,,,,Nathalia Fernandes,
656,,,,,,Nathalia Fernandes,
657,,,,,,Nathalia Fernandes,
658,,,,,,Nathalia Fernandes,
659,,,,,,Nathalia Fernandes,
660,,,,,,Nathalia Fernandes,
661,,,,,,Nathalia Fernandes,
662,,,,,,Nathalia Fernandes,
663,,,,,,Nathalia Fernandes,
664,,,,,,Nathalia Fernandes,
665,,,,,,Nathalia Fernandes,
666,,,,,,Nathalia Fernandes,
667,,,,,,Nathalia Fernandes,
668,,,,,,Nathalia Fernandes,
669,,,,,,Nathalia Fernandes,
670,,,,,,Nathalia Fernandes,
671,,,,,,Nathalia Fernandes,
672,,,,,,Nathalia Fernandes,
673,,,,,,Nathalia Fernandes,
674,,,,,,Nathalia Fernandes,
675,,,,,,Nathalia Fernandes,
676,,,,,,Nathalia Fernandes,
677,,,,,,Nathalia Fernandes,
678,,,,,,Nathalia Fernandes,
679,,,,,,Nathalia Fernandes,
680,,,,,,Nathalia Fernandes,
681,,,,,,Nathalia Fernandes,
682,,,,,,Nathalia Fernandes,
683,,,,,,Nathalia Fernandes,
684,,,,,,Nathalia Fernandes,
685,,,,,,Nathalia Fernandes,
686,,,,,,Nathalia Fernandes,
687,,,,,,Nathalia Fernandes,
688,,,,,,Nathalia Fernandes,
689,,,,,,Nathalia Fernandes,
690,,,,,,Nathalia Fernandes,
691,,,,,,Nathalia Fernandes,
692,,,,,,Nathalia Fernandes,
693,,,,,,Nathalia Fernandes,
694,,,,,,Nathalia Fernandes,
695,,,,,,Nathalia Fernandes,
696,,,,,,Nathalia Fernandes,
697,,,,,,Nathalia Fernandes,
698,,,,,,Nathalia Fernandes,
699,,,,,,Nathalia Fernandes,
700,,,,,,Nathalia Fernandes,
701,,,,,,Nathalia Fernandes,
702,,,,,,Nathalia Fernandes,
703,,,,,,Nathalia Fernandes,
704,,,,,,Nathalia Fernandes,
705,,,,,,Nathalia Fernandes,
706,,,,,,Nathalia Fernandes,
707,,,,,,Nathalia Fernandes,
708,,,,,,Nathalia Fernandes,
709,,,,,,Nathalia Fernandes,
710,,,,,,Nathalia Fernandes,
711,,,,,,Nathalia Fernandes,
712,,,,,,Nathalia Fernandes,
713,,,,,,Nathalia Fernandes,
714,,,,,,Nathalia Fernandes,
715,,,,,,Nathalia Fernandes,
716,,,,,,Nathalia Fernandes,
717,,,,,,Nathalia Fernandes,
718,,,,,,Nathalia Fernandes,
719,,,,,,Nathalia Fernandes,
720,,,,,,Nathalia Fernandes,
721,,,,,,Nathalia Fernandes,
722,,,,,,Nathalia Fernandes,
723,,,,,,Nathalia Fernandes,
724,,,,,,Nathalia Fernandes,
725,,,,,,Nathalia Fernandes,
726,,,,,,Nathalia Fernandes,
727,,,,,,Nathalia Fernandes,
728,,,,,,Nathalia Fernandes,
729,,,,,,Nathalia Fernandes,
730,,,,,,Nathalia Fernandes,
731,,,,,,Nathalia Fernandes,
732,,,,,,Nathalia Fernandes,
733,,,,,,Nathalia Fernandes,
734,,,,,,Nathalia Fernandes,
735,,,,,,Nathalia Fernandes,
736,,,,,,Nathalia Fernandes,
737,,,,,,Nathalia Fernandes,
738,,,,,,Nathalia Fernandes,
739,,,,,,Nathalia Fernandes,
740,,,,,,Nathalia Fernandes,
741,,,,,,Nathalia Fernandes,
742,,,,,,Nathalia Fernandes,
743,,,,,,Nathalia Fernandes,
744,,,,,,Nathalia Fernandes,
745,,,,,,Nathalia Fernandes,
746,,,,,,Nathalia Fernandes,
747,,,,,,Nathalia Fernandes,
748,,,,,,Nathalia Fernandes,
749,,,,,,Nathalia Fernandes,
750,,,,,,Nathalia Fernandes,
751,,,,,,Nathalia Fernandes,
752,,,,,,Nathalia Fernandes,
753,,,,,,Nathalia Fernandes,
754,,,,,,Nathalia Fernandes,
755,,,,,,Nathalia Fernandes,
756,,,,,,Nathalia Fernandes,
757,,,,,,Nathalia Fernandes,
758,,,,,,Nathalia Fernandes,
759,,,,,,Nathalia Fernandes,
760,,,,,,Nathalia Fernandes,
761,,,,,,Nathalia Fernandes,
762,,,,,,Nathalia Fernandes,
763,,,,,,Nathalia Fernandes,
764,,,,,,Nathalia Fernandes,
765,,,,,,Nathalia Fernandes,
766,,,,,,Nathalia Fernandes,
767,,,,,,Nathalia Fernandes,
768,,,,,,Nathalia Fernandes,
769,,,,,,Nathalia Fernandes,
770,,,,,,Nathalia Fernandes,
771,,,,,,Nathalia Fernandes,
772,,,,,,Nathalia Fernandes,
773,,,,,,Nathalia Fernandes,
774,,,,,,Nathalia Fernandes,
775,,,,,,Nathalia Fernandes,
776,,,,,,Nathalia Fernandes,
777,,,,,,Nathalia Fernandes,
778,,,,,,Nathalia Fernandes,
779,,,,,,Nathalia Fernandes,
780,,,,,,Nathalia Fernandes,
781,,,,,,Nathalia Fernandes,
782,,,,,,Nathalia Fernandes,
783,,,,,,Nathalia Fernandes,
784,,,,,,Nathalia Fernandes,
785,,,,,,Nathalia Fernandes,
786,,,,,,Nathalia Fernandes,
787,,,,,,Nathalia Fernandes,
788,,,,,,Nathalia Fernandes,
789,,,,,,Nathalia Fernandes,
790,,,,,,Nathalia Fernandes,
791,,,,,,Nathalia Fernandes,
792,,,,,,Nathalia Fernandes,
793,,,,,,Nathalia Fernandes,
794,,,,,,Nathalia Fernandes,
795,,,,,,Nathalia Fernandes,
796,,,,,,Nathalia Fernandes,
797,,,,,,Nathalia Fernandes,
798,,,,,,Nathalia Fernandes,
799,,,,,,Nathalia Fernandes,
800,,,,,,Nathalia Fernandes,
801,,,,,,Nathalia Fernandes,
802,,,,,,Nathalia Fernandes,
803,,,,,,Nathalia Fernandes,
804,,,,,,Nathalia Fernandes,
805,,,,,,Nathalia Fernandes,
806,,,,,,Nathalia Fernandes,
807,,,,,,Nathalia Fernandes,
808,,,,,,Nathalia Fernandes,
809,,,,,,Nathalia Fernandes,
810,,,,,,Nathalia Fernandes,
811,,,,,,Nathalia Fernandes,
812,,,,,,Nathalia Fernandes,
813,,,,,,Nathalia Fernandes,
814,,,,,,Nathalia Fernandes,
815,,,,,,Nathalia Fernandes,
816,,,,,,Nathalia Fernandes,
817,,,,,,Nathalia Fernandes,
818,,,,,,Nathalia Fernandes,
819,,,,,,Nathalia Fernandes,
820,,,,,,Nathalia Fernandes,
821,,,,,,Nathalia Fernandes,
822,,,,,,Nathalia Fernandes,
823,,,,,,Nathalia Fernandes,
824,,,,,,Nathalia Fernandes,
825,,,,,,Nathalia Fernandes,
826,,,,,,Nathalia Fernandes,
827,,,,,,Nathalia Fernandes,
828,,,,,,Nathalia Fernandes,
829,,,,,,Nathalia Fernandes,
830,,,,,,Nathalia Fernandes,
831,,,,,,Nathalia Fernandes,
832,,,,,,Nathalia Fernandes,
833,,,,,,Nathalia Fernandes,
834,,,,,,Nathalia Fernandes,
835,,,,,,Nathalia Fernandes,
836,,,,,,Nathalia Fernandes,
837,,,,,,Nathalia Fernandes,
838,,,,,,Nathalia Fernandes,
839,,,,,,Nathalia Fernandes,
840,,,,,,Nathalia Fernandes,
841,,,,,,Nathalia Fernandes,
842,,,,,,Nathalia Fernandes,
843,,,,,,Nathalia Fernandes,
844,,,,,,Nathalia Fernandes,
845,,,,,,Nathalia Fernandes,
846,,,,,,Nathalia Fernandes,
847,,,,,,Nathalia Fernandes,
848,,,,,,Nathalia Fernandes,
849,,,,,,Nathalia Fernandes,
850,,,,,,Nathalia Fernandes,
851,,,,,,Nathalia Fernandes,
852,,,,,,Nathalia Fernandes,
853,,,,,,Nathalia Fernandes,
854,,,,,,Nathalia Fernandes,
855,,,,,,Nathalia Fernandes,
856,,,,,,Nathalia Fernandes,
857,,,,,,Nathalia Fernandes,
858,,,,,,Nathalia Fernandes,
859,,,,,,Nathalia Fernandes,
860,,,,,,Nathalia Fernandes,
861,,,,,,Nathalia Fernandes,
862,,,,,,Nathalia Fernandes,
863,,,,,,Nathalia Fernandes,
864,,,,,,Nathalia Fernandes,
865,,,,,,Nathalia Fernandes,
866,,,,,,Nathalia Fernandes,
867,,,,,,Nathalia Fernandes,
868,,,,,,Nathalia Fernandes,
869,,,,,,Nathalia Fernandes,
870,,,,,,Nathalia Fernandes,
871,,,,,,Nathalia Fernandes,
872,,,,,,Nathalia Fernandes,
873,,,,,,Nathalia Fernandes,
874,,,,,,Nathalia Fernandes,
875,,,,,,Nathalia Fernandes,
876,,,,,,Nathalia Fernandes,
877,,,,,,Nathalia Fernandes,
878,,,,,,Nathalia Fernandes,
879,,,,,,Nathalia Fernandes,
880,,,,,,Nathalia Fernandes,
881,,,,,,Nathalia Fernandes,
882,,,,,,Nathalia Fernandes,
883,,,,,,Nathalia Fernandes,
884,,,,,,Nathalia Fernandes,
885,,,,,,Nathalia Fernandes,
886,,,,,,Nathalia Fernandes,
887,,,,,,Nathalia Fernandes,
888,,,,,,Nathalia Fernandes,
889,,,,,,Nathalia Fernandes,
890,,,,,,Nathalia Fernandes,
891,,,,,,Nathalia Fernandes,
892,,,,,,Nathalia Fernandes,
893,,,,,,Nathalia Fernandes,
894,,,,,,Nathalia Fernandes,
895,,,,,,Nathalia Fernandes,
896,,,,,,Nathalia Fernandes,
897,,,,,,Nathalia Fernandes,
898,,,,,,Nathalia Fernandes,
899,,,,,,Nathalia Fernandes,
900,,,,,,Nathalia Fernandes,
901,,,,,,Nathalia Fernandes,
902,,,,,,Nathalia Fernandes,
903,,,,,,Nathalia Fernandes,
904,,,,,,Nathalia Fernandes,
905,,,,,,Nathalia Fernandes,
906,,,,,,Nathalia Fernandes,
907,,,,,,Nathalia Fernandes,
908,,,,,,Nathalia Fernandes,
909,,,,,,Nathalia Fernandes,
910,,,,,,Nathalia Fernandes,
911,,,,,,Nathalia Fernandes,
912,,,,,,Nathalia Fernandes,
913,,,,,,Nathalia Fernandes,
914,,,,,,Nathalia Fernandes,
915,,,,,,Nathalia Fernandes,
916,,,,,,Nathalia Fernandes,
917,,,,,,Nathalia Fernandes,
918,,,,,,Nathalia Fernandes,
919,,,,,,Nathalia Fernandes,
920,,,,,,Nathalia Fernandes,
921,,,,,,Nathalia Fernandes,
922,,,,,,Nathalia Fernandes,
923,,,,,,Nathalia Fernandes,
924,,,,,,Nathalia Fernandes,
925,,,,,,Nathalia Fernandes,
926,,,,,,Nathalia Fernandes,
927,,,,,,Nathalia Fernandes,
928,,,,,,Nathalia Fernandes,
929,,,,,,Nathalia Fernandes,
930,,,,,,Nathalia Fernandes,
931,,,,,,Nathalia Fernandes,
932,,,,,,Nathalia Fernandes,
933,,,,,,Nathalia Fernandes,
934,,,,,,Nathalia Fernandes,
935,,,,,,Nathalia Fernandes,
936,,,,,,Nathalia Fernandes,
937,,,,,,Nathalia Fernandes,
938,,,,,,Nathalia Fernandes,
939,,,,,,Nathalia Fernandes,
940,,,,,,Nathalia Fernandes,
941,,,,,,Nathalia Fernandes,
942,,,,,,Nathalia Fernandes,
943,,,,,,Nathalia Fernandes,
944,,,,,,Nathalia Fernandes,
945,,,,,,Nathalia Fernandes,
946,,,,,,Nathalia Fernandes,
947,,,,,,Nathalia Fernandes,
948,,,,,,Nathalia Fernandes,
949,,,,,,Nathalia Fernandes,
950,,,,,,Nathalia Fernandes,
951,,,,,,Nathalia Fernandes,
952,,,,,,Nathalia Fernandes,
953,,,,,,Nathalia Fernandes,
954,,,,,,Nathalia Fernandes,
955,,,,,,Nathalia Fernandes,
956,,,,,,Nathalia Fernandes,
957,,,,,,Nathalia Fernandes,
958,,,,,,Nathalia Fernandes,
959,,,,,,Nathalia Fernandes,
960,,,,,,Nathalia Fernandes,
961,,,,,,Nathalia Fernandes,
962,,,,,,Nathalia Fernandes,
963,,,,,,Nathalia Fernandes,
964,,,,,,Nathalia Fernandes,
965,,,,,,Nathalia Fernandes,
966,,,,,,Nathalia Fernandes,
967,,,,,,Nathalia Fernandes,
968,,,,,,Nathalia Fernandes,
969,,,,,,Nathalia Fernandes,
970,,,,,,Nathalia Fernandes,
971,,,,,,Nathalia Fernandes,
972,,,,,,Nathalia Fernandes,
973,,,,,,Nathalia Fernandes,
974,,,,,,Nathalia Fernandes,
975,,,,,,Nathalia Fernandes,
976,,,,,,Nathalia Fernandes,
977,,,,,,Nathalia Fernandes,
978,,,,,,Nathalia Fernandes,
979,,,,,,Nathalia Fernandes,
980,,,,,,Nathalia Fernandes,
981,,,,,,Nathalia Fernandes,
982,,,,,,Nathalia Fernandes,
983,,,,,,Nathalia Fernandes,
984,,,,,,Nathalia Fernandes,
985,,,,,,Nathalia Fernandes,
986,,,,,,Nathalia Fernandes,
987,,,,,,Nathalia Fernandes,
988,,,,,,Nathalia Fernandes,
989,,,,,,Nathalia Fernandes,
990,,,,,,Nathalia Fernandes,
991,,,,,,Nathalia Fernandes,
992,,,,,,Nathalia Fernandes,
993,,,,,,Nathalia Fernandes,
994,,,,,,Nathalia Fernandes,
995,,,,,,Nathalia Fernandes,
996,,,,,,Nathalia Fernandes,
997,,,,,,Nathalia Fernandes,
998,,,,,,Nathalia Fernandes,
999,,,,,,Nathalia Fernandes,
1000,,,,,,Nathalia Fernandes,
1001,,,,,,Nathalia Fernandes,
1002,,,,,,Nathalia Fernandes,
1003,,,,,,Nathalia Fernandes,
1004,,,,,,Nathalia Fernandes,
1005,,,,,,Nathalia Fernandes,
1006,,,,,,Nathalia Fernandes,
1007,,,,,,Nathalia Fernandes,
1008,,,,,,Nathalia Fernandes,
1009,,,,,,Nathalia Fernandes,
1010,,,,,,Nathalia Fernandes,
1011,,,,,,Nathalia Fernandes,
1012,,,,,,Nathalia Fernandes,
1013,,,,,,Nathalia Fernandes,
1014,,,,,,Nathalia Fernandes,
1015,,,,,,Nathalia Fernandes,
1016,,,,,,Nathalia Fernandes,
1017,,,,,,Nathalia Fernandes,
1018,,,,,,Nathalia Fernandes,
1019,,,,,,Nathalia Fernandes,
1020,,,,,,Nathalia Fernandes,
1021,,,,,,Nathalia Fernandes,
1022,,,,,,Nathalia Fernandes,
1023,,,,,,Nathalia Fernandes,
1024,,,,,,Nathalia Fernandes,
1025,,,,,,Nathalia Fernandes,
1026,,,,,,Nathalia Fernandes,
1027,,,,,,Nathalia Fernandes,
1028,,,,,,Nathalia Fernandes,
1029,,,,,,Nathalia Fernandes,
1030,,,,,,Nathalia Fernandes,
1031,,,,,,Nathalia Fernandes,
1032,,,,,,Nathalia Fernandes,
1033,,,,,,Nathalia Fernandes,
1034,,,,,,Nathalia Fernandes,
1035,,,,,,Nathalia Fernandes,
1036,,,,,,Nathalia Fernandes,
1037,,,,,,Nathalia Fernandes,
1038,,,,,,Nathalia Fernandes,
1039,,,,,,Nathalia Fernandes,
1040,,,,,,Nathalia Fernandes,
1041,,,,,,Nathalia Fernandes,
1042,,,,,,Nathalia Fernandes,
1043,,,,,,Nathalia Fernandes,
1044,,,,,,Nathalia Fernandes,
1045,,,,,,Nathalia Fernandes,
1046,,,,,,Nathalia Fernandes,
1047,,,,,,Nathalia Fernandes,
1048,,,,,,Nathalia Fernandes,
1049,,,,,,Nathalia Fernandes,
1050,,,,,,Nathalia Fernandes,
1051,,,,,,Nathalia Fernandes,
1052,,,,,,Nathalia Fernandes,
1053,,,,,,Nathalia Fernandes,
1054,,,,,,Nathalia Fernandes,
1055,,,,,,Nathalia Fernandes,
1056,,,,,,Nathalia Fernandes,
1057,,,,,,Nathalia Fernandes,
1058,,,,,,Nathalia Fernandes,
1059,,,,,,Nathalia Fernandes,
1060,,,,,,Nathalia Fernandes,
1061,,,,,,Nathalia Fernandes,
1062,,,,,,Nathalia Fernandes,
1063,,,,,,Nathalia Fernandes,
1064,,,,,,Nathalia Fernandes,
1065,,,,,,Nathalia Fernandes,
1066,,,,,,Nathalia Fernandes,
1067,,,,,,Nathalia Fernandes,
1068,,,,,,Nathalia Fernandes,
1069,,,,,,Nathalia Fernandes,
1070,,,,,,Nathalia Fernandes,
1071,,,,,,Nathalia Fernandes,
1072,,,,,,Nathalia Fernandes,
1073,,,,,,Nathalia Fernandes,
1074,,,,,,Nathalia Fernandes,
1075,,,,,,Nathalia Fernandes,
1076,,,,,,Nathalia Fernandes,
1077,,,,,,Nathalia Fernandes,
1078,,,,,,Nathalia Fernandes,
1079,,,,,,Nathalia Fernandes,
1080,,,,,,Nathalia Fernandes,
1081,,,,,,Nathalia Fernandes,
1082,,,,,,Nathalia Fernandes,
1083,,,,,,Nathalia Fernandes,
1084,,,,,,Nathalia Fernandes,
1085,,,,,,Nathalia Fernandes,
1086,,,,,,Nathalia Fernandes,
1087,,,,,,Nathalia Fernandes,
1088,,,,,,Nathalia Fernandes,
1089,,,,,,Nathalia Fernandes,
1090,,,,,,Nathalia Fernandes,
1091,,,,,,Nathalia Fernandes,
1092,,,,,,Nathalia Fernandes,
1093,,,,,,Nathalia Fernandes,
1094,,,,,,Nathalia Fernandes,
1095,,,,,,Nathalia Fernandes,
1096,,,,,,Nathalia Fernandes,
