"";"Screening.ID";"rayyan.key";"doi";"Status";"Motivo.para.exclusão";"Observações.gerais.do.artigo";"Quem";"Outcomes";"X.U.FEFF.Outcomes.ID";"Método";"Figura";"Grupos";"Observações.gerais.da.figura.ou.desfecho"
"1549";127;"rayyan-115936964";" 10.1006/bbrc.2000.3051 10.1006/bbrc.2000.3051";"Incluído";"";"";"Giulia Scarcella Cancelliero";"181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196";196;"1.1 - Ensaio de redução de MTT e análogos";"figura 5";"100 µg/ml (Aß42 aged)";"% of control"
"1550";128;"rayyan-115925342";"10.1016/j.neurobiolaging.2013.10.091";"Incluído";"";"";"Giulia Scarcella Cancelliero";"197,198";197;"1.2 - Ensaio de liberação de LDH";"figura 2c";"0% vs. +--";""
"1551";128;"rayyan-115925342";"10.1016/j.neurobiolaging.2013.10.091";"Incluído";"";"";"Giulia Scarcella Cancelliero";"197,198";198;"1.1 - Ensaio de redução de MTT e análogos";"figura S6a";"--- vs. +--";""
"1552";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";199;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.002";""
"1553";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";200;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.0039";""
"1554";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";201;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.0078";""
"1555";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";202;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.016";""
"1556";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";203;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.031";""
"1557";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";204;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.063";""
"1558";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";205;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.13";""
"1559";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";206;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.25";""
"1560";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";207;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 0.5";""
"1561";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";208;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs.1";""
"1562";129;"rayyan-115932097";"10.21873/invivo.11174";"Incluído";"";"";"Giulia Scarcella Cancelliero";"199,200,201,202,203,204,205,206,207,208,209";209;"1.1 - Ensaio de redução de MTT e análogos";"figura 5a";"0 vs. 2";""
"1563";130;"rayyan-115921705";"10.1002/ange.202013754";"Incluído";"";"";"Giulia Scarcella Cancelliero";"210,211,212,213,214";210;"1.1 - Ensaio de redução de MTT e análogos";"figura 3d";"ctrl vs. Aß42";""
"1564";130;"rayyan-115921705";"10.1002/ange.202013754";"Incluído";"";"";"Giulia Scarcella Cancelliero";"210,211,212,213,214";211;"1.1 - Ensaio de redução de MTT e análogos";"figura S2";"ctrl vs. without LPS (Aß42)";""
"1565";130;"rayyan-115921705";"10.1002/ange.202013754";"Incluído";"";"";"Giulia Scarcella Cancelliero";"210,211,212,213,214";212;"1.1 - Ensaio de redução de MTT e análogos";"figura S3a";"ctrl vs. Aß42";""
"1566";130;"rayyan-115921705";"10.1002/ange.202013754";"Incluído";"";"";"Giulia Scarcella Cancelliero";"210,211,212,213,214";213;"1.1 - Ensaio de redução de MTT e análogos";"figura S4b";"ctrl vs. Aß42";""
"1567";130;"rayyan-115921705";"10.1002/ange.202013754";"Incluído";"";"";"Giulia Scarcella Cancelliero";"210,211,212,213,214";214;"1.1 - Ensaio de redução de MTT e análogos";"figura S8";"---- vs. +---";""
"1568";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";266;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0";"(UD) undifferenciated"
"1569";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";215;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0.5";"(UD) undifferenciated"
"1570";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";216;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"3";"(UD) undifferenciated"
"1571";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";217;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"6";"(UD) undifferenciated"
"1572";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";218;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"24";"(UD) undifferenciated"
"1573";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";267;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0";"(D) differenciated"
"1574";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";219;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0.5";"(D) differenciated"
"1575";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";220;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"3";"(D) differenciated"
"1576";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";221;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"6";"(D) differenciated"
"1577";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";222;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"24";"(D) differenciated"
"1578";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";268;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0";"(UD Rev) undifferenciated reversibility"
"1579";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";223;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0.5";"(UD Rev) undifferenciated reversibility"
"1580";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";224;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"3";"(UD Rev) undifferenciated reversibility"
"1581";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";225;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"6";"(UD Rev) undifferenciated reversibility"
"1582";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";226;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"24";"(UD Rev) undifferenciated reversibility"
"1583";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";269;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0";"(D Rev) differenciated reversibility"
"1584";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";227;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"0.5";"(D Rev) differenciated reversibility"
"1585";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";228;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"3";"(D Rev) differenciated reversibility"
"1586";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";229;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"6";"(D Rev) differenciated reversibility"
"1587";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";230;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"24";"(D Rev) differenciated reversibility"
"1588";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";231;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"0.01";"(UD) % vs untreated cells"
"1589";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";232;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"0.1";"(UD) % vs untreated cells"
"1590";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";233;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"1";"(UD) % vs untreated cells"
"1591";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";234;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"10";"(UD) % vs untreated cells"
"1592";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";235;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"0.01";"(D) % vs untreated cells"
"1593";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";236;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"0.1";"(D) % vs untreated cells"
"1594";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";237;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"1";"(D) % vs untreated cells"
"1595";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";238;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"10";"(D) % vs untreated cells"
"1596";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";239;"1.1 - Ensaio de redução de MTT e análogos";"figura 3b";"Aß1-40";"(UD) % vs untreated cells"
"1597";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";240;"1.1 - Ensaio de redução de MTT e análogos";"figura 3b";"Aß1-42";"(UD) % vs untreated cells"
"1598";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";241;"1.1 - Ensaio de redução de MTT e análogos";"figura 3b";"Aß1-40";"(D) % vs untreated cells"
"1599";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";242;"1.1 - Ensaio de redução de MTT e análogos";"figura 3b";"Aß1-42";"(D) % vs untreated cells"
"1600";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";243;"3.1 - Níveis de espécies reativas de oxigênio";"figura 5b";"20 (Time of exposure to Aß1-42)";"(UD) % vs untreated cells"
"1601";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";244;"3.1 - Níveis de espécies reativas de oxigênio";"figura 5b";"40 (Time of exposure to Aß1-42)";"(UD) % vs untreated cells"
"1602";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";245;"3.1 - Níveis de espécies reativas de oxigênio";"figura 5b";"60 (Time of exposure to Aß1-42)";"(UD) % vs untreated cells"
"1603";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";246;"3.1 - Níveis de espécies reativas de oxigênio";"figura 5b";"20 (Time of exposure to Aß1-42)";"(D) % vs untreated cells"
"1604";131;"rayyan-115927480";"10.1007/s11064-008-9627-7";"Incluído";"";"";"Giulia Scarcella Cancelliero";"215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,261,262,263,264,265,266,267,269,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313";247;"3.1 - Níveis de espécies reativas de oxigênio";"figura 5b";"40 (Time of exposure to Aß1-42)";"(D) % vs untreated cells"
